ExperimentName	Subject	Session	SessionTime	Cooccurrences	testWait.RESP	testWait.RT	Picture	sound	TestList.Sample
5_4	24	4	15:40:34	0	0	200	15	5	45
5_4	24	4	15:40:34	1	0	353	4	11	46
5_4	24	4	15:40:34	4	0	172	14	5	47
5_4	24	4	15:40:34	4	0	181	11	7	48
5_4	24	4	15:40:34	1	0	43	2	16	49
5_4	24	4	15:40:34	2	1	1343	13	2	50
5_4	24	4	15:40:34	1	1	542	4	1	51
5_4	24	4	15:40:34	6	0	157	18	18	52
5_4	24	4	15:40:34	6	0	79	3	3	53
5_4	24	4	15:40:34	2	0	359	18	14	54
5_4	24	4	15:40:34	2	0	470	6	3	55
5_4	24	4	15:40:34	6	3	335	6	6	56
5_4	24	4	15:40:34	3	0	460	8	10	57
5_4	24	4	15:40:34	0	0	185	3	12	58
5_4	24	4	15:40:34	3	0	527	7	5	59
5_4	24	4	15:40:34	2	0	283	10	6	60
5_4	24	4	15:40:34	6	2	234	11	11	61
5_4	24	4	15:40:34	1	0	176	8	6	62
5_4	24	4	15:40:34	0	0	2439	11	15	63
5_4	24	4	15:40:34	1	0	214	9	10	64
5_4	24	4	15:40:34	1	0	13	6	12	65
5_4	24	4	15:40:34	6	0	259	13	13	66
5_4	24	4	15:40:34	6	0	44	14	14	67
5_4	24	4	15:40:34	2	0	369	12	11	68
5_4	24	4	15:40:34	1	0	413	8	16	69
5_4	24	4	15:40:34	0	0	183	9	8	70
5_4	24	4	15:40:34	2	2	400	18	4	71
5_4	24	4	15:40:34	1	0	28	9	15	72
5_4	29	4	16:53:34	1	0	809	9	15	1
5_4	29	4	16:53:34	0	0	1438	3	12	2
5_4	29	4	16:53:34	3	6	408	2	18	3
5_4	29	4	16:53:34	3	0	278	8	10	4
5_4	29	4	16:53:34	2	0	1073	18	4	5
5_4	29	4	16:53:34	1	0	66	6	12	6
5_4	29	4	16:53:34	1	0	108	2	14	7
5_4	29	4	16:53:34	3	0	546	6	9	8
5_4	29	4	16:53:34	4	0	449	11	7	9
5_4	29	4	16:53:34	2	0	299	12	11	10
5_4	29	4	16:53:34	6	6	500	11	11	11
5_4	29	4	16:53:34	4	0	676	15	4	12
5_4	29	4	16:53:34	0	0	243	15	5	13
5_4	29	4	16:53:34	1	0	733	8	6	14
5_4	29	4	16:53:34	6	6	491	3	3	15
5_4	29	4	16:53:34	0	0	330	7	17	16
5_4	29	4	16:53:34	6	6	805	8	8	17
5_4	29	4	16:53:34	1	0	133	10	9	18
5_4	29	4	16:53:34	2	0	60	16	13	19
5_4	29	4	16:53:34	6	6	2	9	9	20
5_4	29	4	16:53:34	0	0	0	11	15	21
5_4	29	4	16:53:34	0	0	21	18	8	22
5_4	29	4	16:53:34	2	0	32	17	9	23
5_4	29	4	16:53:34	1	0	1832	7	1	24
5_4	29	4	16:53:34	1	0	1788	5	17	25
5_4	29	4	16:53:34	3	0	233	14	16	26
5_4	29	4	16:53:34	6	6	85	16	16	27
5_4	29	4	16:53:34	1	0	294	9	10	28
5_4	29	4	16:53:34	6	6	386	1	1	29
5_4	29	4	16:53:34	6	6	574	5	5	30
5_4	29	4	16:53:34	2	0	13	5	18	31
5_4	29	4	16:53:34	6	6	257	14	14	32
5_4	29	4	16:53:34	2	0	123	3	10	33
5_4	29	4	16:53:34	0	0	1651	9	8	34
5_4	29	4	16:53:34	3	0	848	17	6	35
5_4	29	4	16:53:34	0	0	119	17	13	36
5_4	29	4	16:53:34	6	6	1502	18	18	37
5_4	29	4	16:53:34	1	0	295	4	11	38
5_4	29	4	16:53:34	4	0	3	16	1	39
5_4	29	4	16:53:34	3	0	53	12	15	40
5_4	29	4	16:53:34	6	6	272	17	17	41
5_4	29	4	16:53:34	6	6	3109	2	2	42
5_4	29	4	16:53:34	6	6	156	4	4	43
5_4	29	4	16:53:34	6	6	147	15	15	44
5_4	29	4	16:53:34	2	0	731	10	6	45
5_4	29	4	16:53:34	0	0	44	5	2	46
5_4	29	4	16:53:34	3	0	852	7	5	47
5_4	29	4	16:53:34	1	0	629	3	14	48
5_4	29	4	16:53:34	6	6	179	6	6	49
5_4	29	4	16:53:34	1	0	250	2	16	50
5_4	29	4	16:53:34	1	0	709	1	18	51
5_4	29	4	16:53:34	0	0	7794	1	3	52
5_4	29	4	16:53:34	4	0	487	10	11	53
5_4	29	4	16:53:34	6	6	258	7	7	54
5_4	29	4	16:53:34	6	6	375	12	12	55
5_4	29	4	16:53:34	1	0	115	4	1	56
5_4	29	4	16:53:34	3	0	537	1	13	57
5_4	29	4	16:53:34	6	6	73	10	10	58
5_4	29	4	16:53:34	2	0	191	13	2	59
5_4	29	4	16:53:34	0	0	135	16	3	60
5_4	29	4	16:53:34	2	0	398	15	17	61
5_4	29	4	16:53:34	0	0	3	12	2	62
5_4	29	4	16:53:34	2	0	159	6	3	63
5_4	29	4	16:53:34	0	0	309	13	7	64
5_4	29	4	16:53:34	2	0	321	18	14	65
5_4	29	4	16:53:34	1	0	348	8	16	66
5_4	29	4	16:53:34	2	0	339	11	8	67
5_4	29	4	16:53:34	0	0	196	14	4	68
5_4	29	4	16:53:34	4	0	184	14	5	69
5_4	29	4	16:53:34	0	0	212	13	7	70
5_4	29	4	16:53:34	4	0	382	4	12	71
5_4	29	4	16:53:34	6	6	1254	13	13	72
5_4	6	4	15:02:19	3	0	5269	6	9	1
5_4	6	4	15:02:19	6	0	761	8	8	2
5_4	6	4	15:02:19	0	0	612	17	13	3
5_4	6	4	15:02:19	6	0	58	6	6	4
5_4	6	4	15:02:19	6	0	1168	10	10	5
5_4	6	4	15:02:19	6	0	93	9	9	6
5_4	6	4	15:02:19	1	0	52	2	14	7
5_4	6	4	15:02:19	2	0	386	6	3	8
5_4	6	4	15:02:19	0	0	784	9	8	9
5_4	6	4	15:02:19	6	0	624	1	1	10
5_4	6	4	15:02:19	6	0	358	4	4	11
5_4	6	4	15:02:19	3	0	515	14	16	12
5_4	6	4	15:02:19	0	0	318	15	5	13
5_4	6	4	15:02:19	6	0	390	3	3	14
5_4	6	4	15:02:19	0	0	594	12	2	15
5_4	6	4	15:02:19	4	0	530	14	5	16
5_4	6	4	15:02:19	4	0	427	10	11	17
5_4	6	4	15:02:19	2	0	309	13	2	18
5_4	6	4	15:02:19	4	0	524	11	7	19
5_4	6	4	15:02:19	1	0	6	10	9	20
5_4	6	4	15:02:19	6	1	691	2	2	21
5_4	6	4	15:02:19	2	0	99	18	14	22
5_4	6	4	15:02:19	1	0	201	8	16	23
5_4	6	4	15:02:19	0	1	131	11	15	24
5_4	6	4	15:02:19	0	0	129	3	12	25
5_4	6	4	15:02:19	0	0	216	1	3	26
5_4	6	4	15:02:19	6	0	340	7	7	27
5_4	6	4	15:02:19	6	0	176	18	18	28
5_4	6	4	15:02:19	2	0	725	5	18	29
5_4	6	4	15:02:19	0	0	16	7	17	30
5_4	6	4	15:02:19	4	1	96	4	12	31
5_4	6	4	15:02:19	6	1	615	17	17	32
5_4	6	4	15:02:19	6	0	29	15	15	33
5_4	6	4	15:02:19	0	0	29	18	8	34
5_4	6	4	15:02:19	2	0	510	15	17	35
5_4	6	4	15:02:19	3	0	760	12	15	36
5_4	6	4	15:02:19	0	0	328	13	7	37
5_4	6	4	15:02:19	6	0	272	5	5	38
5_4	6	4	15:02:19	0	1	424	13	7	39
5_4	6	4	15:02:19	2	1	817	10	6	40
5_4	6	4	15:02:19	3	1	883	17	6	41
5_4	6	4	15:02:19	1	1	456	2	16	42
5_4	6	4	15:02:19	3	0	259	1	13	43
5_4	6	4	15:02:19	1	0	196	4	1	44
5_4	6	4	15:02:19	0	0	1543	16	3	45
5_4	6	4	15:02:19	1	0	419	9	10	46
5_4	6	4	15:02:19	2	0	477	3	10	47
5_4	6	4	15:02:19	6	0	606	14	14	48
5_4	6	4	15:02:19	1	0	52	4	11	49
5_4	6	4	15:02:19	4	1	187	16	1	50
5_4	6	4	15:02:19	1	0	56	9	15	51
5_4	6	4	15:02:19	3	0	36	8	10	52
5_4	6	4	15:02:19	6	0	1036	16	16	53
5_4	6	4	15:02:19	2	0	797	11	8	54
5_4	6	4	15:02:19	1	0	415	5	17	55
5_4	6	4	15:02:19	1	0	145	3	14	56
5_4	6	4	15:02:19	0	0	165	14	4	57
5_4	6	4	15:02:19	0	0	288	5	2	58
5_4	6	4	15:02:19	6	1	649	13	13	59
5_4	6	4	15:02:19	2	1	268	12	11	60
5_4	6	4	15:02:19	6	1	383	12	12	61
5_4	6	4	15:02:19	4	0	740	15	4	62
5_4	6	4	15:02:19	1	1	72	8	6	63
5_4	6	4	15:02:19	3	0	118	2	18	64
5_4	6	4	15:02:19	2	1	205	16	13	65
5_4	6	4	15:02:19	1	0	503	6	12	66
5_4	6	4	15:02:19	1	1	322	1	18	67
5_4	6	4	15:02:19	3	0	0	7	5	68
5_4	6	4	15:02:19	6	1	96	11	11	69
5_4	6	4	15:02:19	2	0	358	18	4	70
5_4	6	4	15:02:19	1	1	421	7	1	71
5_4	6	4	15:02:19	2	0	56	17	9	72
5_1	10	1	14:59:05	6	1	7805	1	1	1
5_1	10	1	14:59:05	2	1	4950	12	11	2
5_1	10	1	14:59:05	6	1	2350	8	8	3
5_1	10	1	14:59:05	0	1	4261	17	13	4
5_1	10	1	14:59:05	1	0	2262	1	18	5
5_1	10	1	14:59:05	1	0	3703	10	9	6
5_1	10	1	14:59:05	3	2	2356	7	5	7
5_1	10	1	14:59:05	2	0	560	18	14	8
5_1	10	1	14:59:05	2	0	479	17	9	9
5_1	10	1	14:59:05	1	3	772	7	1	10
5_1	10	1	14:59:05	1	3	1346	8	6	11
5_1	10	1	14:59:05	4	1	1089	16	1	12
5_1	10	1	14:59:05	1	0	167	8	16	13
5_1	10	1	14:59:05	0	1	53	3	12	14
5_1	10	1	14:59:05	2	0	242	3	10	15
5_1	10	1	14:59:05	4	0	145	10	11	16
5_1	10	1	14:59:05	2	1	1669	5	18	17
5_1	10	1	14:59:05	0	3	426	9	8	18
5_1	10	1	14:59:05	1	2	500	4	11	19
5_1	10	1	14:59:05	6	4	585	2	2	20
5_1	10	1	14:59:05	2	2	466	15	17	21
5_1	10	1	14:59:05	0	2	406	18	8	22
5_1	10	1	14:59:05	6	0	402	17	17	23
5_1	10	1	14:59:05	6	1	915	5	5	24
5_1	10	1	14:59:05	1	1	1631	3	14	25
5_1	10	1	14:59:05	2	0	201	11	8	26
5_1	10	1	14:59:05	6	0	175	18	18	27
5_1	10	1	14:59:05	1	2	389	2	14	28
5_1	10	1	14:59:05	1	0	360	9	15	29
5_1	10	1	14:59:05	4	0	136	15	4	30
5_1	10	1	14:59:05	0	2	181	12	2	31
5_1	10	1	14:59:05	3	1	2357	6	9	32
5_1	10	1	14:59:05	0	0	49	16	3	33
5_1	10	1	14:59:05	3	1	8	14	16	34
5_1	10	1	14:59:05	6	1	215	9	9	35
5_1	10	1	14:59:05	3	0	515	2	18	36
5_1	10	1	14:59:05	0	0	164	13	7	37
5_1	10	1	14:59:05	6	0	3139	6	6	38
5_1	10	1	14:59:05	4	2	1891	14	5	39
5_1	10	1	14:59:05	1	1	264	4	1	40
5_1	10	1	14:59:05	6	2	2598	7	7	41
5_1	10	1	14:59:05	0	1	2190	15	5	42
5_1	10	1	14:59:05	6	0	952	4	4	43
5_1	10	1	14:59:05	0	1	4	5	2	44
5_1	10	1	14:59:05	0	2	840	1	3	45
5_1	10	1	14:59:05	3	3	680	17	6	46
5_1	10	1	14:59:05	3	2	679	12	15	47
5_1	10	1	14:59:05	2	0	408	6	3	48
5_1	10	1	14:59:05	6	3	950	10	10	49
5_1	10	1	14:59:05	1	1	790	9	10	50
5_1	10	1	14:59:05	0	0	998	14	4	51
5_1	10	1	14:59:05	6	2	8	14	14	52
5_1	10	1	14:59:05	6	0	951	12	12	53
5_1	10	1	14:59:05	2	1	41	16	13	54
5_1	10	1	14:59:05	1	0	69	5	17	55
5_1	10	1	14:59:05	2	2	4	13	2	56
5_1	10	1	14:59:05	0	0	439	11	15	57
5_1	10	1	14:59:05	1	3	951	2	16	58
5_1	10	1	14:59:05	2	2	122	10	6	59
5_1	10	1	14:59:05	0	0	992	7	17	60
5_1	10	1	14:59:05	0	3	438	13	7	61
5_1	10	1	14:59:05	4	3	5	11	7	62
5_1	10	1	14:59:05	3	2	197	1	13	63
5_1	10	1	14:59:05	1	2	661	6	12	64
5_1	10	1	14:59:05	6	0	415	11	11	65
5_1	10	1	14:59:05	6	2	83	3	3	66
5_1	10	1	14:59:05	6	1	627	16	16	67
5_1	10	1	14:59:05	6	2	1398	15	15	68
5_1	10	1	14:59:05	4	1	515	4	12	69
5_1	10	1	14:59:05	6	0	697	13	13	70
5_1	10	1	14:59:05	3	4	582	8	10	71
5_1	10	1	14:59:05	2	0	270	18	4	72
5_1	19	1	16:30:17	2	4	116286	10	6	1
5_1	19	1	16:30:17	6	2	4542	4	4	2
5_1	19	1	16:30:17	6	5	7266	8	8	3
5_1	19	1	16:30:17	2	4	3550	12	11	4
5_1	19	1	16:30:17	4	3	2530	15	4	5
5_1	19	1	16:30:17	6	6	986	17	17	6
5_1	19	1	16:30:17	6	0	787	2	2	7
5_1	19	1	16:30:17	6	3	2278	1	1	8
5_1	19	1	16:30:17	6	4	1346	14	14	9
5_1	19	1	16:30:17	1	4	1665	10	9	10
5_1	19	1	16:30:17	3	3	275	7	5	11
5_1	19	1	16:30:17	4	3	561	4	12	12
5_1	19	1	16:30:17	3	2	1343	2	18	13
5_1	19	1	16:30:17	1	0	1248	2	14	14
5_1	19	1	16:30:17	1	3	1045	5	17	15
5_1	19	1	16:30:17	3	2	257	12	15	16
5_1	19	1	16:30:17	0	5	838	17	13	17
5_1	19	1	16:30:17	2	4	343	13	2	18
5_1	19	1	16:30:17	1	4	358	7	1	19
5_1	19	1	16:30:17	0	1	471	3	12	20
5_1	19	1	16:30:17	2	1	303	3	10	21
5_1	19	1	16:30:17	6	1	2178	3	3	22
5_1	19	1	16:30:17	3	2	211	6	9	23
5_1	19	1	16:30:17	1	3	3485	4	11	24
5_1	19	1	16:30:17	2	2	1624	18	4	25
5_1	19	1	16:30:17	6	2	54	13	13	26
5_1	19	1	16:30:17	2	4	4371	15	17	27
5_1	19	1	16:30:17	1	5	114	2	16	28
5_1	19	1	16:30:17	6	2	3570	15	15	29
5_1	19	1	16:30:17	1	5	591	9	15	30
5_1	19	1	16:30:17	3	4	273	8	10	31
5_1	19	1	16:30:17	2	5	643	18	14	32
5_1	19	1	16:30:17	1	2	465	9	10	33
5_1	19	1	16:30:17	0	2	216	14	4	34
5_1	19	1	16:30:17	3	3	614	14	16	35
5_1	19	1	16:30:17	1	3	561	8	6	36
5_1	19	1	16:30:17	0	4	74	13	7	37
5_1	19	1	16:30:17	0	4	562	7	17	38
5_1	19	1	16:30:17	2	5	720	16	13	39
5_1	19	1	16:30:17	6	4	680	18	18	40
5_1	19	1	16:30:17	6	1	329	12	12	41
5_1	19	1	16:30:17	0	0	539	5	2	42
5_1	19	1	16:30:17	1	3	862	4	1	43
5_1	19	1	16:30:17	6	1	447	9	9	44
5_1	19	1	16:30:17	4	4	455	14	5	45
5_1	19	1	16:30:17	4	5	2226	11	7	46
5_1	19	1	16:30:17	2	3	401	5	18	47
5_1	19	1	16:30:17	0	2	63	9	8	48
5_1	19	1	16:30:17	0	1	930	15	5	49
5_1	19	1	16:30:17	0	3	728	1	3	50
5_1	19	1	16:30:17	0	5	422	13	7	51
5_1	19	1	16:30:17	1	4	2416	1	18	52
5_1	19	1	16:30:17	2	4	1808	6	3	53
5_1	19	1	16:30:17	2	1	242	11	8	54
5_1	19	1	16:30:17	6	4	258	7	7	55
5_1	19	1	16:30:17	2	1	438	17	9	56
5_1	19	1	16:30:17	1	4	263	8	16	57
5_1	19	1	16:30:17	0	4	4258	16	3	58
5_1	19	1	16:30:17	6	2	1896	5	5	59
5_1	19	1	16:30:17	6	3	2417	6	6	60
5_1	19	1	16:30:17	1	3	3073	6	12	61
5_1	19	1	16:30:17	3	3	470	1	13	62
5_1	19	1	16:30:17	4	4	873	16	1	63
5_1	19	1	16:30:17	6	4	3380	11	11	64
5_1	19	1	16:30:17	3	5	1219	17	6	65
5_1	19	1	16:30:17	6	4	466	10	10	66
5_1	19	1	16:30:17	6	1	3175	16	16	67
5_1	19	1	16:30:17	0	5	2540	18	8	68
5_1	19	1	16:30:17	0	4	1333	11	15	69
5_1	19	1	16:30:17	1	1	8	3	14	70
5_1	19	1	16:30:17	0	2	1519	12	2	71
5_1	19	1	16:30:17	4	3	4500	10	11	72
5_1	2	1	12:33:02	3	1	15755	7	5	1
5_1	2	1	12:33:02	3	1	7353	1	13	2
5_1	2	1	12:33:02	6	1	7536	16	16	3
5_1	2	1	12:33:02	6	1	9672	11	11	4
5_1	2	1	12:33:02	0	1	2746	14	4	5
5_1	2	1	12:33:02	2	1	12423	6	3	6
5_1	2	1	12:33:02	0	1	259	11	15	7
5_1	2	1	12:33:02	3	1	4880	17	6	8
5_1	2	1	12:33:02	0	1	4746	7	17	9
5_1	2	1	12:33:02	6	1	3709	14	14	10
5_1	2	1	12:33:02	4	1	11389	14	5	11
5_1	2	1	12:33:02	6	1	3515	17	17	12
5_1	2	1	12:33:02	1	1	1808	10	9	13
5_1	2	1	12:33:02	0	1	1871	16	3	14
5_1	2	1	12:33:02	2	1	1343	18	4	15
5_1	2	1	12:33:02	2	1	1529	13	2	16
5_1	2	1	12:33:02	2	1	1903	12	11	17
5_1	2	1	12:33:02	2	1	1330	17	9	18
5_1	2	1	12:33:02	4	1	177	11	7	19
5_1	2	1	12:33:02	6	1	1570	1	1	20
5_1	2	1	12:33:02	1	1	1486	2	16	21
5_1	2	1	12:33:02	0	1	1467	9	8	22
5_1	2	1	12:33:02	1	1	1437	9	15	23
5_1	2	1	12:33:02	0	1	718	13	7	24
5_1	2	1	12:33:02	0	1	207	18	8	25
5_1	2	1	12:33:02	2	1	737	10	6	26
5_1	2	1	12:33:02	6	1	436	8	8	27
5_1	2	1	12:33:02	0	1	47	13	7	28
5_1	2	1	12:33:02	2	1	432	16	13	29
5_1	2	1	12:33:02	6	1	1132	9	9	30
5_1	2	1	12:33:02	1	1	1234	3	14	31
5_1	2	1	12:33:02	3	1	730	2	18	32
5_1	2	1	12:33:02	1	1	33	5	17	33
5_1	2	1	12:33:02	1	1	93	7	1	34
5_1	2	1	12:33:02	1	1	541	4	1	35
5_1	2	1	12:33:02	4	1	807	15	4	36
5_1	2	1	12:33:02	0	1	352	5	2	37
5_1	2	1	12:33:02	6	1	2246	18	18	38
5_1	2	1	12:33:02	1	1	1423	2	14	39
5_1	2	1	12:33:02	2	1	1288	5	18	40
5_1	2	1	12:33:02	1	1	478	4	11	41
5_1	2	1	12:33:02	0	1	561	1	3	42
5_1	2	1	12:33:02	2	1	1348	11	8	43
5_1	2	1	12:33:02	6	1	195	13	13	44
5_1	2	1	12:33:02	1	1	462	1	18	45
5_1	2	1	12:33:02	6	1	407	2	2	46
5_1	2	1	12:33:02	6	1	386	3	3	47
5_1	2	1	12:33:02	3	1	159	14	16	48
5_1	2	1	12:33:02	0	1	232	12	2	49
5_1	2	1	12:33:02	6	1	221	7	7	50
5_1	2	1	12:33:02	2	1	9	18	14	51
5_1	2	1	12:33:02	4	1	561	10	11	52
5_1	2	1	12:33:02	4	1	420	16	1	53
5_1	2	1	12:33:02	6	1	81	10	10	54
5_1	2	1	12:33:02	0	1	12	3	12	55
5_1	2	1	12:33:02	0	1	2	17	13	56
5_1	2	1	12:33:02	6	1	37	6	6	57
5_1	2	1	12:33:02	1	1	606	8	6	58
5_1	2	1	12:33:02	6	1	174	15	15	59
5_1	2	1	12:33:02	2	1	334	3	10	60
5_1	2	1	12:33:02	6	1	365	12	12	61
5_1	2	1	12:33:02	4	1	204	4	12	62
5_1	2	1	12:33:02	3	1	517	6	9	63
5_1	2	1	12:33:02	2	1	222	15	17	64
5_1	2	1	12:33:02	6	1	186	4	4	65
5_1	2	1	12:33:02	1	1	849	6	12	66
5_1	2	1	12:33:02	1	1	847	9	10	67
5_1	2	1	12:33:02	1	1	144	8	16	68
5_1	2	1	12:33:02	6	1	9	5	5	69
5_1	2	1	12:33:02	3	1	148	8	10	70
5_1	2	1	12:33:02	3	1	197	12	15	71
5_1	2	1	12:33:02	0	1	467	15	5	72
5_1	22	1	12:37:21	6	3	2717	7	7	1
5_1	22	1	12:37:21	3	2	5578	17	6	2
5_1	22	1	12:37:21	6	5	4570	14	14	3
5_1	22	1	12:37:21	3	3	2723	8	10	4
5_1	22	1	12:37:21	4	3	3105	4	12	5
5_1	22	1	12:37:21	6	6	1002	17	17	6
5_1	22	1	12:37:21	2	3	5773	16	13	7
5_1	22	1	12:37:21	1	2	1651	4	1	8
5_1	22	1	12:37:21	6	4	975	18	18	9
5_1	22	1	12:37:21	6	6	501	2	2	10
5_1	22	1	12:37:21	1	3	1970	2	16	11
5_1	22	1	12:37:21	0	2	4976	11	15	12
5_1	22	1	12:37:21	4	3	822	16	1	13
5_1	22	1	12:37:21	1	2	2838	8	16	14
5_1	22	1	12:37:21	2	4	2014	3	10	15
5_1	22	1	12:37:21	6	5	4540	9	9	16
5_1	22	1	12:37:21	6	3	933	8	8	17
5_1	22	1	12:37:21	1	3	5136	3	14	18
5_1	22	1	12:37:21	0	2	2545	12	2	19
5_1	22	1	12:37:21	1	2	2720	7	1	20
5_1	22	1	12:37:21	6	4	1132	1	1	21
5_1	22	1	12:37:21	1	3	3935	4	11	22
5_1	22	1	12:37:21	6	3	2655	6	6	23
5_1	22	1	12:37:21	2	2	4659	18	4	24
5_1	22	1	12:37:21	6	5	1099	15	15	25
5_1	22	1	12:37:21	6	3	4561	4	4	26
5_1	22	1	12:37:21	0	2	1314	14	4	27
5_1	22	1	12:37:21	6	5	3763	13	13	28
5_1	22	1	12:37:21	0	3	437	9	8	29
5_1	22	1	12:37:21	6	6	2461	10	10	30
5_1	22	1	12:37:21	0	2	3101	13	7	31
5_1	22	1	12:37:21	2	1	692	18	14	32
5_1	22	1	12:37:21	1	2	1441	2	14	33
5_1	22	1	12:37:21	0	3	914	5	2	34
5_1	22	1	12:37:21	1	2	3013	10	9	35
5_1	22	1	12:37:21	3	3	620	7	5	36
5_1	22	1	12:37:21	3	3	562	12	15	37
5_1	22	1	12:37:21	2	1	1077	5	18	38
5_1	22	1	12:37:21	0	2	1426	15	5	39
5_1	22	1	12:37:21	0	3	1277	16	3	40
5_1	22	1	12:37:21	4	2	2512	10	11	41
5_1	22	1	12:37:21	2	1	3728	11	8	42
5_1	22	1	12:37:21	4	1	886	11	7	43
5_1	22	1	12:37:21	2	2	1345	13	2	44
5_1	22	1	12:37:21	0	3	1597	1	3	45
5_1	22	1	12:37:21	3	2	3044	2	18	46
5_1	22	1	12:37:21	6	6	931	11	11	47
5_1	22	1	12:37:21	1	2	5534	9	15	48
5_1	22	1	12:37:21	2	6	5118	6	3	49
5_1	22	1	12:37:21	3	3	1162	14	16	50
5_1	22	1	12:37:21	2	0	4599	15	17	51
5_1	22	1	12:37:21	0	2	1814	17	13	52
5_1	22	1	12:37:21	2	1	1164	12	11	53
5_1	22	1	12:37:21	0	2	634	3	12	54
5_1	22	1	12:37:21	6	6	1127	3	3	55
5_1	22	1	12:37:21	1	3	1747	9	10	56
5_1	22	1	12:37:21	6	3	497	12	12	57
5_1	22	1	12:37:21	0	2	4331	18	8	58
5_1	22	1	12:37:21	1	3	544	8	6	59
5_1	22	1	12:37:21	6	6	989	16	16	60
5_1	22	1	12:37:21	2	3	1901	17	9	61
5_1	22	1	12:37:21	2	2	4385	10	6	62
5_1	22	1	12:37:21	0	2	3205	7	17	63
5_1	22	1	12:37:21	4	5	5358	14	5	64
5_1	22	1	12:37:21	1	3	816	1	18	65
5_1	22	1	12:37:21	3	3	2018	1	13	66
5_1	22	1	12:37:21	1	1	1712	5	17	67
5_1	22	1	12:37:21	1	4	4464	6	12	68
5_1	22	1	12:37:21	6	2	144	5	5	69
5_1	22	1	12:37:21	3	4	847	6	9	70
5_1	22	1	12:37:21	4	1	1578	15	4	71
5_1	22	1	12:37:21	0	3	941	13	7	72
5_1	25	1	14:40:26	3	1	8745	1	13	1
5_1	25	1	14:40:26	6	1	3135	4	4	2
5_1	25	1	14:40:26	2	1	896	17	9	3
5_1	25	1	14:40:26	4	2	2077	15	4	4
5_1	25	1	14:40:26	0	1	3201	5	2	5
5_1	25	1	14:40:26	2	6	1708	6	3	6
5_1	25	1	14:40:26	0	1	2061	16	3	7
5_1	25	1	14:40:26	1	3	3103	4	1	8
5_1	25	1	14:40:26	1	5	865	10	9	9
5_1	25	1	14:40:26	6	5	6	10	10	10
5_1	25	1	14:40:26	0	1	4319	13	7	11
5_1	25	1	14:40:26	1	5	3531	8	16	12
5_1	25	1	14:40:26	1	5	10	1	18	13
5_1	25	1	14:40:26	0	5	2280	12	2	14
5_1	25	1	14:40:26	0	1	244	1	3	15
5_1	25	1	14:40:26	0	1	1251	14	4	16
5_1	25	1	14:40:26	0	1	464	13	7	17
5_1	25	1	14:40:26	2	1	416	15	17	18
5_1	25	1	14:40:26	1	1	2913	2	14	19
5_1	25	1	14:40:26	0	1	769	17	13	20
5_1	25	1	14:40:26	0	1	1967	15	5	21
5_1	25	1	14:40:26	4	1	1052	14	5	22
5_1	25	1	14:40:26	2	1	4737	3	10	23
5_1	25	1	14:40:26	1	1	594	7	1	24
5_1	25	1	14:40:26	6	1	3074	3	3	25
5_1	25	1	14:40:26	6	1	509	8	8	26
5_1	25	1	14:40:26	6	1	270	16	16	27
5_1	25	1	14:40:26	3	1	173	14	16	28
5_1	25	1	14:40:26	1	1	3523	2	16	29
5_1	25	1	14:40:26	6	1	1439	9	9	30
5_1	25	1	14:40:26	2	1	623	16	13	31
5_1	25	1	14:40:26	6	1	250	13	13	32
5_1	25	1	14:40:26	4	1	1999	10	11	33
5_1	25	1	14:40:26	4	1	326	4	12	34
5_1	25	1	14:40:26	1	1	3444	6	12	35
5_1	25	1	14:40:26	0	1	675	9	8	36
5_1	25	1	14:40:26	3	1	320	17	6	37
5_1	25	1	14:40:26	6	1	61	12	12	38
5_1	25	1	14:40:26	1	1	268	9	15	39
5_1	25	1	14:40:26	0	1	150	7	17	40
5_1	25	1	14:40:26	1	1	227	9	10	41
5_1	25	1	14:40:26	2	1	2335	10	6	42
5_1	25	1	14:40:26	1	1	383	5	17	43
5_1	25	1	14:40:26	0	1	532	3	12	44
5_1	25	1	14:40:26	2	1	12	5	18	45
5_1	25	1	14:40:26	6	3	1675	1	1	46
5_1	25	1	14:40:26	6	1	609	18	18	47
5_1	25	1	14:40:26	0	2	356	11	15	48
5_1	25	1	14:40:26	0	1	78	18	8	49
5_1	25	1	14:40:26	6	1	1617	11	11	50
5_1	25	1	14:40:26	1	1	243	3	14	51
5_1	25	1	14:40:26	3	1	32	12	15	52
5_1	25	1	14:40:26	2	1	469	12	11	53
5_1	25	1	14:40:26	3	1	70	6	9	54
5_1	25	1	14:40:26	6	1	794	14	14	55
5_1	25	1	14:40:26	6	1	6	17	17	56
5_1	25	1	14:40:26	2	1	301	11	8	57
5_1	25	1	14:40:26	1	1	1	8	6	58
5_1	25	1	14:40:26	2	1	827	18	4	59
5_1	25	1	14:40:26	4	1	97	16	1	60
5_1	25	1	14:40:26	3	1	493	2	18	61
5_1	25	1	14:40:26	3	1	101	7	5	62
5_1	25	1	14:40:26	2	1	114	18	14	63
5_1	25	1	14:40:26	2	1	228	13	2	64
5_1	25	1	14:40:26	6	3	48	6	6	65
5_1	25	1	14:40:26	3	1	40	8	10	66
5_1	25	1	14:40:26	6	0	995	2	2	67
5_1	25	1	14:40:26	4	0	482	11	7	68
5_1	25	1	14:40:26	6	1	1144	15	15	69
