ExperimentName	Subject	Session	Correct	CorrectAns	Response	TestSlide.RT	SessionTime
2_	32	3	1	15	15	6018	15:14:45
2_	32	3	1	16	16	1769	15:14:45
2_	32	3	1	17	17	11043	15:14:45
2_	32	3	1	18	18	2177	15:14:45
2_	7	2	0	1	4	3999	15:39:02
2_	7	2	0	2	3	3648	15:39:02
2_	7	2	0	3	5	9718	15:39:02
2_	7	2	0	4	1	6214	15:39:02
2_	7	2	0	5	3	7944	15:39:02
2_	7	2	0	6	2	6434	15:39:02
2_	7	2	1	7	7	1260	15:39:02
2_	7	2	1	8	8	2920	15:39:02
2_	7	2	1	9	9	3584	15:39:02
2_	7	2	1	10	10	1600	15:39:02
2_	7	2	0	11	17	1593	15:39:02
2_	7	2	1	12	12	2371	15:39:02
2_	7	2	1	13	13	1819	15:39:02
2_	7	2	1	14	14	1785	15:39:02
2_	7	2	1	15	15	2442	15:39:02
2_	7	2	1	16	16	2162	15:39:02
2_	7	2	0	17	2	4724	15:39:02
2_	7	2	0	18	1	4497	15:39:02
3_	12	1	0	1	9	4895	16:01:59
3_	12	1	0	2	10	5328	16:01:59
3_	12	1	1	3	3	4892	16:01:59
3_	12	1	1	4	4	3260	16:01:59
3_	12	1	0	5	1	4337	16:01:59
3_	12	1	0	6	5	7343	16:01:59
3_	12	1	1	7	7	1498	16:01:59
3_	12	1	1	8	8	1801	16:01:59
3_	12	1	0	9	16	5537	16:01:59
3_	12	1	0	10	6	6787	16:01:59
3_	12	1	1	11	11	4267	16:01:59
3_	12	1	0	12	1	5621	16:01:59
3_	12	1	0	13	8	3067	16:01:59
3_	12	1	0	14	6	5858	16:01:59
3_	12	1	1	15	15	2238	16:01:59
3_	12	1	0	16	3	6096	16:01:59
3_	12	1	1	17	17	1497	16:01:59
3_	12	1	0	18	13	1745	16:01:59
3_	19	3	0	1	10	2867	13:47:00
3_	19	3	1	2	2	4755	13:47:00
3_	19	3	1	3	3	4864	13:47:00
3_	19	3	1	4	4	7059	13:47:00
3_	19	3	1	5	5	1752	13:47:00
3_	19	3	1	6	6	1621	13:47:00
3_	19	3	1	7	7	3755	13:47:00
3_	19	3	1	8	8	2344	13:47:00
3_	19	3	1	9	9	3945	13:47:00
3_	19	3	1	10	10	2562	13:47:00
3_	19	3	1	11	11	1245	13:47:00
3_	19	3	1	12	12	3324	13:47:00
3_	19	3	1	13	13	3792	13:47:00
3_	19	3	1	14	14	1875	13:47:00
3_	19	3	1	15	15	3538	13:47:00
3_	19	3	1	16	16	1948	13:47:00
3_	19	3	1	17	17	1499	13:47:00
3_	19	3	1	18	18	5586	13:47:00
3_	25	2	1	1	1	3463	14:12:14
3_	25	2	1	2	2	8910	14:12:14
3_	25	2	1	3	3	3511	14:12:14
3_	25	2	0	4	11	6117	14:12:14
3_	25	2	1	5	5	2373	14:12:14
3_	25	2	1	6	6	1890	14:12:14
3_	25	2	1	7	7	1699	14:12:14
3_	25	2	1	8	8	3659	14:12:14
3_	25	2	0	9	2	5861	14:12:14
3_	25	2	0	10	1	3138	14:12:14
3_	25	2	0	11	12	5835	14:12:14
3_	25	2	0	12	8	4423	14:12:14
3_	25	2	1	13	13	1573	14:12:14
3_	25	2	1	14	14	2187	14:12:14
3_	25	2	1	15	15	1269	14:12:14
3_	25	2	1	16	16	2237	14:12:14
3_	25	2	1	17	17	1497	14:12:14
3_	25	2	1	18	18	1320	14:12:14
3_	27	2	1	1	1	1604	14:37:20
3_	27	2	0	2	12	3301	14:37:20
3_	27	2	0	3	11	5167	14:37:20
3_	27	2	0	4	3	3177	14:37:20
3_	27	2	0	5	6	3031	14:37:20
3_	27	2	0	6	5	3082	14:37:20
3_	27	2	0	7	5	3961	14:37:20
3_	27	2	1	8	8	1689	14:37:20
3_	27	2	1	9	9	6208	14:37:20
3_	27	2	1	10	10	1340	14:37:20
3_	27	2	0	11	3	3468	14:37:20
3_	27	2	0	12	2	2284	14:37:20
3_	27	2	1	13	13	3987	14:37:20
3_	27	2	1	14	14	2378	14:37:20
3_	27	2	0	15	16	3432	14:37:20
3_	27	2	0	16	17	1587	14:37:20
3_	27	2	0	17	18	4278	14:37:20
3_	27	2	0	18	16	2033	14:37:20
3_	3	3	0	1	10	3255	15:19:05
3_	3	3	1	2	2	4195	15:19:05
3_	3	3	1	3	3	1273	15:19:05
3_	3	3	1	4	4	9832	15:19:05
3_	3	3	0	5	7	5203	15:19:05
3_	3	3	0	6	5	8865	15:19:05
3_	3	3	0	7	1	8913	15:19:05
3_	3	3	1	8	8	1763	15:19:05
3_	3	3	0	9	12	11964	15:19:05
3_	3	3	0	10	11	14575	15:19:05
3_	3	3	0	11	7	11546	15:19:05
3_	3	3	0	12	6	18842	15:19:05
3_	3	3	1	13	13	1989	15:19:05
3_	3	3	1	14	14	1503	15:19:05
3_	3	3	1	15	15	1172	15:19:05
3_	3	3	0	16	18	10273	15:19:05
3_	3	3	1	17	17	1865	15:19:05
3_	3	3	1	18	18	1018	15:19:05
3_	32	1	1	1	1	8853	14:55:00
3_	32	1	1	2	2	4232	14:55:00
3_	32	1	1	3	3	1819	14:55:00
3_	32	1	0	4	5	4235	14:55:00
3_	32	1	0	5	10	6926	14:55:00
3_	32	1	0	6	10	8219	14:55:00
3_	32	1	1	7	7	2488	14:55:00
3_	32	1	0	8	4	3306	14:55:00
3_	32	1	0	9	1	8734	14:55:00
3_	32	1	1	10	10	2099	14:55:00
3_	32	1	1	11	11	9274	14:55:00
3_	32	1	0	12	8	2395	14:55:00
3_	32	1	1	13	13	2050	14:55:00
3_	32	1	1	14	14	1656	14:55:00
3_	32	1	1	15	15	1541	14:55:00
3_	32	1	1	16	16	6133	14:55:00
3_	32	1	1	17	17	6490	14:55:00
3_	32	1	0	18	13	3163	14:55:00
3_	7	1	0	1	10	3709	15:30:41
3_	7	1	0	2	9	5002	15:30:41
3_	7	1	1	3	3	1897	15:30:41
3_	7	1	0	4	1	2248	15:30:41
3_	7	1	1	5	5	1800	15:30:41
3_	7	1	0	6	4	2774	15:30:41
3_	7	1	0	7	12	2004	15:30:41
3_	7	1	0	8	1	2170	15:30:41
3_	7	1	0	9	2	3586	15:30:41
3_	7	1	1	10	10	1954	15:30:41
3_	7	1	0	11	16	3848	15:30:41
3_	7	1	0	12	7	1630	15:30:41
3_	7	1	0	13	4	4715	15:30:41
3_	7	1	1	14	14	1332	15:30:41
3_	7	1	1	15	15	1329	15:30:41
3_	7	1	0	16	11	3167	15:30:41
3_	7	1	1	17	17	3095	15:30:41
3_	7	1	1	18	18	3201	15:30:41
4_	19	4	1	1	1	1127	13:54:54
4_	19	4	1	2	2	7443	13:54:54
4_	19	4	1	3	3	1658	13:54:54
4_	19	4	1	4	4	1568	13:54:54
4_	19	4	1	5	5	6545	13:54:54
4_	19	4	1	6	6	1939	13:54:54
4_	19	4	1	7	7	1930	13:54:54
4_	19	4	0	8	15	5639	13:54:54
4_	19	4	0	9	10	4947	13:54:54
4_	19	4	0	10	9	1855	13:54:54
4_	19	4	1	11	11	4659	13:54:54
4_	19	4	0	12	8	12408	13:54:54
4_	19	4	1	13	13	1771	13:54:54
4_	19	4	1	14	14	1632	13:54:54
4_	19	4	1	15	15	1307	13:54:54
4_	19	4	1	16	16	1681	13:54:54
4_	19	4	1	17	17	1708	13:54:54
4_	19	4	1	18	18	2111	13:54:54
